"stockid","stocklong","year","SSB","TBbest","TCbest","TB","TC","R"
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1969,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1970,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1971,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1972,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1973,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1974,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1975,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1976,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1977,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1978,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1979,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1980,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1981,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1982,NA,NA,NA,NA,NA,NA
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1983,509000,1230000,40200,1230000,40200,2.51e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1984,597000,1020000,45200,1020000,45200,4.37e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1985,564000,769000,45400,769000,45400,1.09e+09
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1986,479000,624000,52500,624000,52500,1.14e+09
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1987,339000,541000,47900,541000,47900,2.37e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1988,259000,416000,48700,416000,48700,2.68e+09
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1989,222000,529000,47700,529000,47700,4.62e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1990,226000,487000,71200,487000,71200,6.26e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1991,211000,402000,64900,402000,64900,7.34e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1992,184000,336000,32500,336000,32500,3.09e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1993,170000,276000,20800,276000,20800,1.07e+09
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1994,148000,301000,24100,301000,24100,5.82e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1995,142000,296000,12100,296000,12100,1.06e+09
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1996,149000,341000,24700,341000,24700,4.57e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1997,156000,321000,52900,321000,52900,99200000
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1998,139000,229000,63300,229000,63300,1.17e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",1999,92700,132000,16200,132000,16200,83200000
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2000,70500,92000,28000,92000,28000,1.26e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2001,38300,55800,13600,55800,13600,1.58e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2002,24500,46300,14500,46300,14500,59800000
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2003,16200,32100,9130,32100,9130,1.44e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2004,12900,31700,7400,31700,7400,1.79e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2005,13100,38600,8410,38600,8410,3.15e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2006,16100,58100,10900,58100,10900,2.21e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2007,21400,67300,9470,67300,9470,1.61e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2008,27000,68400,5350,68400,5350,1.26e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2009,31600,66800,3660,66800,3660,54100000
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2010,33500,57900,4230,57900,4230,1.59e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2011,31200,57100,4310,57100,4310,2.64e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2012,30000,69200,13000,69200,13000,2.26e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2013,28500,71700,14700,71700,14700,4.99e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2014,30800,97400,10100,97400,10100,3.88e+08
"CMACKPCOAST","Pacific chub mackerel Pacific Coast",2015,40800,120000,NA,120000,NA,3.01e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1970,714000,3120000,863000,3120000,863000,1.03e+10
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1971,855000,3860000,870000,3860000,870000,1.42e+10
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1972,747000,4470000,867000,4470000,867000,8.25e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1973,973000,4130000,843000,4130000,843000,6.82e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1974,1310000,3890000,903000,3890000,903000,7.33e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1975,1160000,3340000,919000,3340000,919000,9.81e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1976,1140000,3670000,708000,3670000,708000,1.39e+10
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1977,1320000,4590000,1100000,4590000,1100000,1.02e+10
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1978,1380000,4740000,1470000,4740000,1470000,7.25e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1979,1300000,3190000,1310000,3190000,1310000,2.97e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1980,942000,1700000,637000,1700000,637000,2.97e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1981,670000,1640000,390000,1640000,390000,3.39e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1982,507000,1550000,357000,1550000,357000,2.93e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1983,468000,1360000,391000,1360000,391000,3.25e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1984,584000,1770000,557000,1770000,557000,3.68e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1985,491000,1660000,448000,1660000,448000,5.16e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1986,350000,1380000,641000,1380000,641000,1.89e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1987,335000,881000,349000,881000,349000,6.1e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1988,295000,528000,272000,528000,272000,2.51e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1989,173000,292000,134000,292000,134000,1.99e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1990,95200,215000,24000,215000,24000,3.57e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1991,75700,337000,22900,337000,22900,1.03e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1992,94500,727000,83900,727000,83900,2.83e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1993,124000,768000,405000,768000,405000,5.88e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1994,107000,340000,118000,340000,118000,5.53e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1995,95900,358000,146000,358000,146000,1.14e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1996,56200,694000,267000,694000,267000,4.27e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1997,54900,642000,335000,642000,335000,4.91e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1998,93400,278000,113000,278000,113000,1.75e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",1999,93400,233000,70200,233000,70200,5.11e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2000,67400,243000,93700,243000,93700,5.63e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2001,63100,151000,55800,151000,55800,2.55e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2002,40400,209000,48200,209000,48200,9.76e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2003,54400,228000,76700,228000,76700,5.11e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2004,125000,730000,181000,730000,181000,3.85e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2005,140000,836000,227000,836000,227000,6.49e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2006,291000,738000,239000,738000,239000,4.21e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2007,232000,570000,182000,570000,182000,1.65e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2008,148000,566000,173000,566000,173000,1.06e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2009,139000,747000,127000,747000,127000,2.35e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2010,188000,946000,128000,946000,128000,1.21e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2011,381000,1020000,102000,1020000,102000,7.71e+08
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2012,475000,1030000,125000,1030000,125000,1.75e+09
"CMACKPJPN","Chub mackerel Pacific Coast of Japan",2013,413000,1360000,220000,1360000,220000,5.53e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1973,312000,1030000,331000,1030000,331000,2.08e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1974,380000,1030000,419000,1030000,419000,1.75e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1975,327000,946000,355000,946000,355000,1.76e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1976,316000,976000,365000,976000,365000,1.91e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1977,325000,1070000,394000,1070000,394000,2.2e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1978,360000,1040000,378000,1040000,378000,1.91e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1979,363000,1120000,374000,1120000,374000,2.23e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1980,415000,921000,355000,921000,355000,1.2e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1981,329000,985000,348000,985000,348000,2.03e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1982,343000,1120000,375000,1120000,375000,2.3e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1983,408000,1050000,353000,1050000,353000,1.71e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1984,406000,902000,291000,902000,291000,1.28e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1985,380000,926000,263000,926000,263000,1.65e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1986,388000,866000,290000,866000,290000,1.25e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1987,339000,1250000,292000,1250000,292000,2.99e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1988,533000,1220000,389000,1220000,389000,1.58e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1989,521000,876000,437000,876000,437000,7.62e+08
"CMACKTSST","Chub mackerel Tsushima Strait",1990,256000,636000,223000,636000,223000,1.19e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1991,236000,735000,242000,735000,242000,1.56e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1992,265000,917000,258000,917000,258000,1.96e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1993,377000,1100000,403000,1100000,403000,2.1e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1994,4e+05,1120000,545000,1120000,545000,2.14e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1995,295000,1290000,401000,1290000,401000,3.29e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1996,468000,1370000,822000,1370000,822000,2.46e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1997,247000,832000,368000,832000,368000,1.77e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1998,245000,715000,327000,715000,327000,1.35e+09
"CMACKTSST","Chub mackerel Tsushima Strait",1999,213000,617000,264000,617000,264000,1.29e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2000,190000,446000,215000,446000,215000,1.05e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2001,159000,559000,276000,559000,276000,1.17e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2002,137000,467000,225000,467000,225000,9.72e+08
"CMACKTSST","Chub mackerel Tsushima Strait",2003,116000,459000,202000,459000,202000,9.91e+08
"CMACKTSST","Chub mackerel Tsushima Strait",2004,125000,627000,262000,627000,262000,1.5e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2005,183000,509000,212000,509000,212000,8.3e+08
"CMACKTSST","Chub mackerel Tsushima Strait",2006,165000,443000,189000,443000,189000,8.87e+08
"CMACKTSST","Chub mackerel Tsushima Strait",2007,138000,522000,249000,522000,249000,1.13e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2008,131000,697000,308000,697000,308000,1.78e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2009,189000,556000,298000,556000,298000,9.68e+08
"CMACKTSST","Chub mackerel Tsushima Strait",2010,114000,523000,212000,523000,212000,1.27e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2011,150000,543000,250000,543000,250000,1.4e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2012,162000,528000,234000,528000,234000,1.12e+09
"CMACKTSST","Chub mackerel Tsushima Strait",2013,153000,428000,167000,428000,167000,8.98e+08
"CMACKWA","Chub mackerel West Africa",1990,NA,NA,49300,NA,49300,NA
"CMACKWA","Chub mackerel West Africa",1991,NA,NA,20100,NA,20100,NA
"CMACKWA","Chub mackerel West Africa",1992,NA,NA,35900,NA,35900,NA
"CMACKWA","Chub mackerel West Africa",1993,NA,NA,41700,NA,41700,NA
"CMACKWA","Chub mackerel West Africa",1994,NA,NA,92400,NA,92400,NA
"CMACKWA","Chub mackerel West Africa",1995,NA,NA,147000,NA,147000,NA
"CMACKWA","Chub mackerel West Africa",1996,NA,NA,185000,NA,185000,NA
"CMACKWA","Chub mackerel West Africa",1997,NA,NA,214000,NA,214000,NA
"CMACKWA","Chub mackerel West Africa",1998,NA,NA,205000,NA,205000,NA
"CMACKWA","Chub mackerel West Africa",1999,NA,333000,142000,333000,142000,NA
"CMACKWA","Chub mackerel West Africa",2000,NA,224000,206000,224000,206000,NA
"CMACKWA","Chub mackerel West Africa",2001,NA,274000,258000,274000,258000,NA
"CMACKWA","Chub mackerel West Africa",2002,NA,384000,271000,384000,271000,NA
"CMACKWA","Chub mackerel West Africa",2003,NA,490000,244000,490000,244000,NA
"CMACKWA","Chub mackerel West Africa",2004,NA,563000,225000,563000,225000,NA
"CMACKWA","Chub mackerel West Africa",2005,NA,632000,206000,632000,206000,NA
"CMACKWA","Chub mackerel West Africa",2006,NA,420000,258000,420000,258000,NA
"CMACKWA","Chub mackerel West Africa",2007,NA,458000,271000,458000,271000,NA
"CMACKWA","Chub mackerel West Africa",2008,NA,511000,244000,511000,244000,NA
"CMACKWA","Chub mackerel West Africa",2009,NA,564000,225000,564000,225000,NA
"CMACKWA","Chub mackerel West Africa",2010,NA,262000,206000,262000,206000,NA
"CSARDCSCH","Chilean sardine Central-Southern Chile",1990,2e+06,2930000,277000,2930000,NA,211000
"CSARDCSCH","Chilean sardine Central-Southern Chile",1991,1460000,2010000,556000,2010000,NA,112000
"CSARDCSCH","Chilean sardine Central-Southern Chile",1992,761000,1020000,448000,1020000,NA,1e+05
"CSARDCSCH","Chilean sardine Central-Southern Chile",1993,438000,865000,244000,865000,NA,166000
"CSARDCSCH","Chilean sardine Central-Southern Chile",1994,491000,761000,341000,761000,NA,122000
"CSARDCSCH","Chilean sardine Central-Southern Chile",1995,556000,1480000,127000,1480000,NA,267000
"CSARDCSCH","Chilean sardine Central-Southern Chile",1996,858000,1230000,447000,1230000,NA,87400
"CSARDCSCH","Chilean sardine Central-Southern Chile",1997,488000,794000,441000,794000,NA,26500
"CSARDCSCH","Chilean sardine Central-Southern Chile",1998,364000,616000,50600,616000,NA,31900
"CSARDCSCH","Chilean sardine Central-Southern Chile",1999,209000,454000,214000,454000,NA,53600
"CSARDCSCH","Chilean sardine Central-Southern Chile",2000,137000,339000,208000,339000,NA,79200
"CSARDCSCH","Chilean sardine Central-Southern Chile",2001,244000,589000,33300,589000,NA,138000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2002,297000,782000,347000,782000,NA,141000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2003,325000,905000,3e+05,905000,NA,92900
"CSARDCSCH","Chilean sardine Central-Southern Chile",2004,251000,761000,332000,761000,NA,89400
"CSARDCSCH","Chilean sardine Central-Southern Chile",2005,320000,1090000,273000,1090000,NA,360000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2006,728000,1040000,580000,1040000,NA,62200
"CSARDCSCH","Chilean sardine Central-Southern Chile",2007,584000,2380000,272000,2380000,NA,571000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2008,1260000,2590000,805000,2590000,NA,369000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2009,974000,1840000,852000,1840000,NA,237000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2010,1230000,2820000,749000,2820000,NA,453000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2011,1520000,3260000,815000,3260000,NA,487000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2012,1680000,2300000,850000,2300000,NA,89600
"CSARDCSCH","Chilean sardine Central-Southern Chile",2013,1040000,2210000,228000,2210000,NA,337000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2014,1310000,2360000,533000,2360000,NA,266000
"CSARDCSCH","Chilean sardine Central-Southern Chile",2015,1320000,1760000,431000,1760000,NA,54600
"CTRACSA","Cape horse mackerel South Africa South coast",1949,961000,1050000,3360,1050000,3360,NA
"CTRACSA","Cape horse mackerel South Africa South coast",1950,957000,1050000,50300,1050000,50300,1.58e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1951,905000,997000,1e+05,997000,1e+05,1.57e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1952,801000,893000,104000,893000,104000,1.55e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1953,695000,786000,86700,786000,86700,1.53e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1954,613000,703000,121000,703000,121000,1.5e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1955,509000,597000,80700,597000,80700,1.46e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1956,449000,536000,47100,536000,47100,1.43e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1957,436000,520000,85600,520000,85600,1.42e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1958,392000,474000,58500,474000,58500,1.38e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1959,381000,462000,19800,462000,19800,1.37e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1960,417000,498000,66600,498000,66600,1.4e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1961,409000,489000,42500,489000,42500,1.39e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1962,424000,505000,69800,505000,69800,1.39e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1963,413000,494000,24700,494000,24700,1.38e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1964,450000,525000,33900,525000,33900,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1965,471000,544000,62000,544000,62000,1.42e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1966,460000,527000,33900,527000,33900,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1967,461000,533000,15000,533000,15000,1.4e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1968,482000,560000,10500,560000,10500,1.42e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1969,516000,595000,39100,595000,39100,1.43e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1970,536000,596000,25800,596000,25800,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1971,532000,601000,35500,601000,35500,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1972,520000,599000,21900,599000,21900,1.43e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1973,534000,616000,35500,616000,35500,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1974,543000,623000,40900,623000,40900,1.45e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1975,547000,627000,57100,627000,57100,1.45e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1976,535000,615000,51400,615000,51400,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1977,529000,610000,118000,610000,118000,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1978,461000,539000,40900,539000,40900,1.4e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1979,470000,547000,57900,547000,57900,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1980,464000,539000,39600,539000,39600,1.4e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1981,472000,551000,47300,551000,47300,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1982,480000,554000,33300,554000,33300,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1983,494000,572000,40400,572000,40400,1.42e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1984,504000,583000,40800,583000,40800,1.43e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1985,514000,593000,28000,593000,28000,1.43e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1986,535000,615000,31900,615000,31900,1.05e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1987,552000,627000,41400,627000,41400,1.14e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1988,561000,621000,47900,621000,47900,1.47e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1989,539000,605000,84100,605000,84100,1.58e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1990,487000,546000,64400,546000,64400,1.23e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1991,434000,502000,40300,502000,40300,9.81e+08
"CTRACSA","Cape horse mackerel South Africa South coast",1992,421000,485000,39300,485000,39300,1.45e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1993,416000,479000,47600,479000,47600,1.44e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1994,4e+05,470000,28200,470000,28200,1.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1995,411000,483000,12800,483000,12800,1.48e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1996,439000,520000,50800,520000,50800,2.1e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1997,446000,525000,47300,525000,47300,1.3e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1998,441000,530000,78700,530000,78700,1.27e+09
"CTRACSA","Cape horse mackerel South Africa South coast",1999,437000,488000,25800,488000,25800,1.05e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2000,425000,486000,29100,486000,29100,1.17e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2001,423000,480000,29000,480000,29000,1.34e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2002,412000,480000,24100,480000,24100,1.32e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2003,422000,491000,29900,491000,29900,1.65e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2004,426000,506000,34100,506000,34100,1.81e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2005,436000,529000,39900,529000,39900,1.17e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2006,462000,550000,27000,550000,27000,1.87e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2007,509000,585000,31700,585000,31700,2.41e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2008,518000,629000,30500,629000,30500,1.58e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2009,560000,677000,35200,677000,35200,1.12e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2010,630000,709000,33500,709000,33500,9.08e+08
"CTRACSA","Cape horse mackerel South Africa South coast",2011,661000,721000,45300,721000,45300,2.82e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2012,644000,717000,29700,717000,29700,1.48e+09
"CTRACSA","Cape horse mackerel South Africa South coast",2013,606000,731000,NA,731000,NA,1.46e+09
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1980,NA,NA,996,NA,996,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1981,NA,NA,1320,NA,1320,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1982,NA,NA,1340,NA,1340,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1983,NA,NA,1450,NA,1450,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1984,NA,NA,1490,NA,1490,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1985,NA,NA,1180,NA,1180,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1986,NA,NA,1490,NA,1490,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1987,NA,NA,1710,NA,1710,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1988,NA,NA,1630,NA,1630,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1989,NA,NA,1640,NA,1640,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1990,NA,NA,1670,NA,1670,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1991,NA,NA,1800,NA,1800,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1992,NA,NA,1890,NA,1890,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1993,NA,NA,1450,NA,1450,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1994,NA,NA,1640,NA,1640,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1995,NA,NA,1530,NA,1530,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1996,NA,NA,1940,NA,1940,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1997,NA,NA,1980,NA,1980,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1998,NA,NA,1570,NA,1570,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",1999,NA,NA,1320,NA,1320,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2000,NA,NA,1160,NA,1160,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2001,NA,NA,1120,NA,1120,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2002,NA,NA,1150,NA,1150,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2003,NA,NA,833,NA,833,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2004,NA,NA,974,NA,974,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2005,NA,NA,888,NA,888,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2006,NA,NA,941,NA,941,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2007,NA,NA,995,NA,995,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2008,NA,NA,1090,NA,1090,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2009,NA,NA,1010,NA,1010,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2010,NA,NA,901,NA,901,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2011,NA,NA,632,NA,632,NA
