"stockid","stocklong","year","SSB","TBbest","TCbest","TB","TC","R"
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2012,NA,NA,867,NA,867,NA
"DSSMELTPAC","Deep sea smelt Pacific Ocean",2013,NA,NA,599,NA,599,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1975,NA,NA,8330,NA,8330,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1976,NA,NA,8460,NA,8460,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1977,NA,NA,11500,NA,11500,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1978,NA,NA,10200,NA,10200,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1979,NA,NA,8390,NA,8390,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1980,NA,NA,8180,NA,8180,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1981,NA,NA,10400,NA,10400,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1982,NA,NA,10500,NA,10500,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1983,NA,NA,9830,NA,9830,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1984,NA,NA,7420,NA,7420,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1985,NA,NA,5410,NA,5410,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1986,NA,NA,5340,NA,5340,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1987,NA,NA,5680,NA,5680,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1988,NA,NA,6470,NA,6470,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1989,NA,NA,4660,NA,4660,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1990,NA,NA,4600,NA,4600,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1991,NA,NA,4860,NA,4860,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1992,NA,NA,5450,NA,5450,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1993,NA,NA,6190,NA,6190,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1994,NA,NA,6650,NA,6650,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1995,NA,NA,6090,NA,6090,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1996,NA,NA,6030,NA,6030,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1997,NA,NA,5340,NA,5340,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1998,NA,NA,5510,NA,5510,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",1999,NA,NA,4970,NA,4970,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2000,NA,NA,4770,NA,4770,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2001,NA,NA,4260,NA,4260,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2002,NA,NA,3720,NA,3720,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2003,NA,NA,3520,NA,3520,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2004,NA,NA,4210,NA,4210,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2005,NA,NA,3280,NA,3280,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2006,NA,NA,3590,NA,3590,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2007,NA,NA,3560,NA,3560,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2008,NA,NA,3780,NA,3780,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2009,NA,NA,3270,NA,3270,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2010,NA,NA,3090,NA,3090,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2011,NA,NA,2840,NA,2840,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2012,NA,NA,2830,NA,2830,NA
"DSSMELTSOJ","Deep sea smelt Sea of Japan",2013,NA,NA,2560,NA,2560,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1951,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1952,NA,NA,28.5,NA,28.5,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1953,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1954,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1955,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1956,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1957,NA,NA,20.2,NA,20.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1958,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1959,NA,NA,41.5,NA,41.5,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1960,NA,NA,65.8,NA,65.8,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1961,NA,NA,82.3,NA,82.3,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1962,NA,NA,64.9,NA,64.9,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1963,NA,NA,85.7,NA,85.7,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1964,NA,NA,60.1,NA,60.1,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1965,NA,NA,91.3,NA,91.3,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1966,NA,NA,31.4,NA,31.4,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1967,NA,NA,91.3,NA,91.3,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1968,NA,NA,91.3,NA,91.3,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1969,NA,NA,104,NA,104,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1970,NA,NA,82.4,NA,82.4,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1971,NA,NA,35.6,NA,35.6,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1972,NA,NA,92.4,NA,92.4,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1973,NA,NA,118,NA,118,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1974,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1975,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1976,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1977,NA,NA,46.5,NA,46.5,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1978,NA,NA,0,NA,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1979,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1980,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1981,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1982,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1983,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1984,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1985,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1986,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1987,NA,NA,NA,NA,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1988,NA,NA,43.2,NA,43.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1989,NA,NA,50.2,NA,50.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1990,NA,NA,44.1,NA,44.1,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1991,NA,NA,57.2,NA,57.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1992,NA,NA,65.4,NA,65.4,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1993,NA,NA,94,NA,94,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1994,NA,NA,21.6,NA,21.6,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1995,NA,NA,70.2,NA,70.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1996,NA,NA,81,NA,81,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1997,NA,NA,43.9,NA,43.9,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1998,NA,NA,65.7,NA,65.7,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",1999,NA,NA,4,NA,4,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2000,NA,19.3,1.76,19.3,1.76,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2001,NA,24.7,9.1,24.7,9.1,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2002,NA,57.6,2.9,57.6,2.9,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2003,NA,81.4,74.9,81.4,74.9,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2004,NA,86.9,60,86.9,60,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2005,NA,23,5,23,5,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2006,NA,71.5,0,71.5,0,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2007,NA,60.3,4.2,60.3,4.2,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2008,NA,34.1,NA,34.1,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2009,NA,130,NA,130,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2010,NA,38.1,NA,38.1,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2011,NA,157,NA,157,NA,NA
"EULAPCOASTCCDU","Eulachon Pacific Coast of Canada Central Coast Designatable Unit",2012,NA,75.6,NA,75.6,NA,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1900,NA,NA,113,NA,113,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1901,NA,NA,109,NA,109,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1902,NA,NA,90.7,NA,90.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1903,NA,NA,129,NA,129,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1904,NA,NA,129,NA,129,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1905,NA,NA,22.7,NA,22.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1906,NA,NA,13.6,NA,13.6,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1907,NA,NA,6.8,NA,6.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1908,NA,NA,10.2,NA,10.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1909,NA,NA,31.8,NA,31.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1910,NA,NA,42.5,NA,42.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1911,NA,NA,32.7,NA,32.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1912,NA,NA,36.3,NA,36.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1913,NA,NA,10.5,NA,10.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1914,NA,NA,6.44,NA,6.44,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1915,NA,NA,12.3,NA,12.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1916,NA,NA,12.5,NA,12.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1917,NA,NA,17.3,NA,17.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1918,NA,NA,15.2,NA,15.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1919,NA,NA,5.94,NA,5.94,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1920,NA,NA,5.22,NA,5.22,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1921,NA,NA,8.53,NA,8.53,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1922,NA,NA,7.98,NA,7.98,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1923,NA,NA,19.9,NA,19.9,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1924,NA,NA,36.5,NA,36.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1925,NA,NA,16.2,NA,16.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1926,NA,NA,17.2,NA,17.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1927,NA,NA,13,NA,13,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1928,NA,NA,18.7,NA,18.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1929,NA,NA,9.71,NA,9.71,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1930,NA,NA,35.3,NA,35.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1931,NA,NA,6.3,NA,6.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1932,NA,NA,5.03,NA,5.03,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1933,NA,NA,6.94,NA,6.94,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1934,NA,NA,10.3,NA,10.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1935,NA,NA,15.5,NA,15.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1936,NA,NA,10.1,NA,10.1,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1937,NA,NA,4.08,NA,4.08,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1938,NA,NA,7.67,NA,7.67,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1939,NA,NA,20.6,NA,20.6,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1940,NA,NA,34.2,NA,34.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1941,NA,NA,50.1,NA,50.1,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1942,NA,NA,60,NA,60,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1943,NA,NA,97,NA,97,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1944,NA,NA,95.3,NA,95.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1945,NA,NA,60.2,NA,60.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1946,NA,NA,93.2,NA,93.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1947,NA,NA,77.2,NA,77.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1948,NA,NA,129,NA,129,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1949,NA,NA,165,NA,165,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1950,NA,NA,135,NA,135,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1951,NA,NA,85.6,NA,85.6,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1952,NA,NA,141,NA,141,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1953,NA,NA,338,NA,338,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1954,NA,NA,152,NA,152,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1955,NA,NA,239,NA,239,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1956,NA,NA,236,NA,236,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1957,NA,NA,33.2,NA,33.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1958,NA,NA,92.1,NA,92.1,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1959,NA,NA,132,NA,132,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1960,NA,NA,84,NA,84,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1961,NA,NA,217,NA,217,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1962,NA,NA,178,NA,178,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1963,NA,NA,159,NA,159,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1964,NA,NA,106,NA,106,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1965,NA,NA,87.8,NA,87.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1966,NA,NA,102,NA,102,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1967,NA,NA,86.8,NA,86.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1968,NA,NA,46,NA,46,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1969,NA,NA,29.8,NA,29.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1970,NA,NA,71.7,NA,71.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1971,NA,NA,34.5,NA,34.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1972,NA,NA,53.2,NA,53.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1973,NA,NA,53.1,NA,53.1,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1974,NA,NA,75.3,NA,75.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1975,NA,NA,27.7,NA,27.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1976,NA,NA,36.7,NA,36.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1977,NA,NA,32.2,NA,32.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1978,NA,NA,38.6,NA,38.6,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1979,NA,NA,22.3,NA,22.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1980,NA,NA,24.3,NA,24.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1981,NA,NA,21.2,NA,21.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1982,NA,NA,13.7,NA,13.7,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1983,NA,NA,10.8,NA,10.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1984,NA,NA,11.8,NA,11.8,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1985,NA,NA,29.2,NA,29.2,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1986,NA,NA,49.6,NA,49.6,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1987,NA,NA,19.3,NA,19.3,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1988,NA,NA,39.5,NA,39.5,NA
"EULAPCOASTFRDU","Eulachon Pacific Coast of Canada Fraser River Designatable Unit",1989,NA,NA,18.7,NA,18.7,NA
